ENSEMBL_gene,HGNC_symbol,HGNC_symbol_unique
ENSG00000255515,ENSG00000255515.1,ENSG00000255515.1-255515
ENSG00000199875,Y_RNA,Y_RNA-199875
ENSG00000275146,ENSG00000275146.1,ENSG00000275146.1-275146
ENSG00000273885,ENSG00000273885.1,ENSG00000273885.1-273885
ENSG00000279696,ENSG00000279696.1,ENSG00000279696.1-279696
ENSG00000284057,ENSG00000284057.1,ENSG00000284057.1-284057
ENSG00000206911,Y_RNA,Y_RNA-206911
ENSG00000255995,ENSG00000255995.1,ENSG00000255995.1-255995
ENSG00000227593,PHB1P16,PHB1P16-227593
ENSG00000250519,ENSG00000250519.7,ENSG00000250519.7-250519
ENSG00000255893,ENSG00000255893.1,ENSG00000255893.1-255893
ENSG00000255929,PIWIL4-AS1,PIWIL4-AS1-255929
ENSG00000280167,ENSG00000280167.1,ENSG00000280167.1-280167
ENSG00000233536,ENSG00000233536.2,ENSG00000233536.2-233536
ENSG00000255666,LINC02700,LINC02700-255666
ENSG00000288789,ENSG00000288789.2,ENSG00000288789.2-288789
ENSG00000256469,ENSG00000256469.1,ENSG00000256469.1-256469
ENSG00000255653,ENSG00000255653.1,ENSG00000255653.1-255653
ENSG00000274486,ENSG00000274486.1,ENSG00000274486.1-274486
ENSG00000257012,ENSG00000257012.1,ENSG00000257012.1-257012
ENSG00000277984,ENSG00000277984.1,ENSG00000277984.1-277984
ENSG00000270578,ENSG00000270578.1,ENSG00000270578.1-270578
ENSG00000245552,LNCRNA-IUR,LNCRNA-IUR-245552
ENSG00000282834,ENSG00000282834.1,ENSG00000282834.1-282834
ENSG00000250390,ENSG00000250390.2,ENSG00000250390.2-250390
ENSG00000285842,ENSG00000285842.1,ENSG00000285842.1-285842
ENSG00000255605,ENSG00000255605.1,ENSG00000255605.1-255605
ENSG00000273600,ENSG00000273600.1,ENSG00000273600.1-273600
ENSG00000222578,RNA5SP345,RNA5SP345-222578
ENSG00000242993,RPL32P25,RPL32P25-242993
ENSG00000285921,ENSG00000285921.1,ENSG00000285921.1-285921
ENSG00000255679,JRKL-AS1,JRKL-AS1-255679
ENSG00000200411,RNA5SP346,RNA5SP346-200411
ENSG00000256684,LINC02737,LINC02737-256684
ENSG00000254587,ENSG00000254587.2,ENSG00000254587.2-254587
ENSG00000270753,ENSG00000270753.1,ENSG00000270753.1-270753
ENSG00000255039,LINC02553,LINC02553-255039
ENSG00000199315,RNA5SP347,RNA5SP347-199315
ENSG00000255502,LINC02713,LINC02713-255502
ENSG00000254555,ENSG00000254555.1,ENSG00000254555.1-254555
ENSG00000255380,ENSG00000255380.1,ENSG00000255380.1-255380
ENSG00000254939,ENSG00000254939.1,ENSG00000254939.1-254939
ENSG00000254599,ENSG00000254599.1,ENSG00000254599.1-254599
ENSG00000254830,ENSG00000254830.1,ENSG00000254830.1-254830
ENSG00000223269,RN7SKP53,RN7SKP53-223269
ENSG00000248027,ARHGAP42-AS1,ARHGAP42-AS1-248027
ENSG00000200047,RN7SKP115,RN7SKP115-200047
ENSG00000282728,PGR-AS1,PGR-AS1-282728
ENSG00000274097,RNA5SP535,RNA5SP535-274097
ENSG00000260008,ENSG00000260008.1,ENSG00000260008.1-260008
ENSG00000277459,YAP1-DT,YAP1-DT-277459
ENSG00000254422,ENSG00000254422.1,ENSG00000254422.1-254422
ENSG00000243777,ENSG00000243777.1,ENSG00000243777.1-243777
ENSG00000270868,ENSG00000270868.1,ENSG00000270868.1-270868
ENSG00000271600,ENSG00000271600.1,ENSG00000271600.1-271600
ENSG00000288528,ENSG00000288528.1,ENSG00000288528.1-288528
ENSG00000288833,ENSG00000288833.2,ENSG00000288833.2-288833
ENSG00000255337,TMEM123-DT,TMEM123-DT-255337
ENSG00000255482,ENSG00000255482.1,ENSG00000255482.1-255482
ENSG00000256916,MMP20-AS1,MMP20-AS1-256916
ENSG00000281655,ENSG00000281655.3,ENSG00000281655.3-281655
ENSG00000225678,ENSG00000225678.3,ENSG00000225678.3-225678
ENSG00000290773,ENSG00000290773.1,ENSG00000290773.1-290773
ENSG00000256254,ENSG00000256254.1,ENSG00000256254.1-256254
ENSG00000256035,ENSG00000256035.1,ENSG00000256035.1-256035
ENSG00000276521,ENSG00000276521.1,ENSG00000276521.1-276521
ENSG00000239861,RPL21P96,RPL21P96-239861
ENSG00000260966,ENSG00000260966.1,ENSG00000260966.1-260966
ENSG00000285878,ENSG00000285878.1,ENSG00000285878.1-285878
ENSG00000254895,MTCO3P15,MTCO3P15-254895
ENSG00000254931,MTATP6P15,MTATP6P15-254931
ENSG00000255417,MTCO2P15,MTCO2P15-255417
ENSG00000255350,MTCO1P15,MTCO1P15-255350
ENSG00000254565,MTND2P26,MTND2P26-254565
ENSG00000253245,MTND1P36,MTND1P36-253245
ENSG00000254824,ENSG00000254824.1,ENSG00000254824.1-254824
ENSG00000254987,PDGFDDN,PDGFDDN-254987
ENSG00000255548,ENSG00000255548.1,ENSG00000255548.1-255548
ENSG00000280773,ENSG00000280773.2,ENSG00000280773.2-280773
ENSG00000256422,LINC02552,LINC02552-256422
ENSG00000270449,ENSG00000270449.1,ENSG00000270449.1-270449
ENSG00000254569,ENSG00000254569.1,ENSG00000254569.1-254569
ENSG00000284715,ENSG00000284715.1,ENSG00000284715.1-284715
ENSG00000288255,ENSG00000288255.1,ENSG00000288255.1-288255
ENSG00000290797,ENSG00000290797.1,ENSG00000290797.1-290797
ENSG00000289383,ENSG00000289383.1,ENSG00000289383.1-289383
ENSG00000255336,ENSG00000255336.1,ENSG00000255336.1-255336
ENSG00000278640,Metazoa_SRP,Metazoa_SRP-278640
ENSG00000285813,ENSG00000285813.1,ENSG00000285813.1-285813
ENSG00000254433,AASDHPPT-AS1,AASDHPPT-AS1-254433
ENSG00000287846,ENSG00000287846.1,ENSG00000287846.1-287846
ENSG00000254580,LINC02719,LINC02719-254580
ENSG00000286345,ENSG00000286345.1,ENSG00000286345.1-286345
ENSG00000290498,ENSG00000290498.1,ENSG00000290498.1-290498
ENSG00000254811,ENSG00000254811.6,ENSG00000254811.6-254811
ENSG00000255065,ENSG00000255065.1,ENSG00000255065.1-255065
ENSG00000287802,ENSG00000287802.1,ENSG00000287802.1-287802
ENSG00000289232,ENSG00000289232.1,ENSG00000289232.1-289232
ENSG00000274584,ENSG00000274584.1,ENSG00000274584.1-274584
ENSG00000213252,ENSG00000213252.3,ENSG00000213252.3-213252
ENSG00000261098,ENSG00000261098.1,ENSG00000261098.1-261098
ENSG00000270969,ENSG00000270969.1,ENSG00000270969.1-270969
ENSG00000254758,ENSG00000254758.1,ENSG00000254758.1-254758
ENSG00000254702,ENSG00000254702.1,ENSG00000254702.1-254702
ENSG00000240652,ENSG00000240652.1,ENSG00000240652.1-240652
ENSG00000288012,ENSG00000288012.2,ENSG00000288012.2-288012
ENSG00000200855,Y_RNA,Y_RNA-200855
ENSG00000255467,ENSG00000255467.1,ENSG00000255467.1-255467
ENSG00000285696,ENSG00000285696.1,ENSG00000285696.1-285696
ENSG00000206967,Y_RNA,Y_RNA-206967
ENSG00000240698,RPS2P39,RPS2P39-240698
ENSG00000254730,ENSG00000254730.1,ENSG00000254730.1-254730
ENSG00000203334,ENSG00000203334.5,ENSG00000203334.5-203334
ENSG00000255528,ENSG00000255528.1,ENSG00000255528.1-255528
ENSG00000200613,RNA5SP349,RNA5SP349-200613
ENSG00000264997,SNORD39,SNORD39-264997
ENSG00000255028,ENSG00000255028.5,ENSG00000255028.5-255028
ENSG00000254890,ENSG00000254890.1,ENSG00000254890.1-254890
ENSG00000254482,ENSG00000254482.1,ENSG00000254482.1-254482
ENSG00000254659,LINC02715,LINC02715-254659
ENSG00000289465,ENSG00000289465.1,ENSG00000289465.1-289465
ENSG00000287245,ENSG00000287245.1,ENSG00000287245.1-287245
ENSG00000224776,RPSAP50,RPSAP50-224776
ENSG00000270423,ENSG00000270423.1,ENSG00000270423.1-270423
ENSG00000255210,ENSG00000255210.1,ENSG00000255210.1-255210
ENSG00000290078,ENSG00000290078.1,ENSG00000290078.1-290078
ENSG00000254416,LINC02732,LINC02732-254416
ENSG00000255149,ENSG00000255149.1,ENSG00000255149.1-255149
ENSG00000287556,ENSG00000287556.1,ENSG00000287556.1-287556
ENSG00000200168,RNA5SP350,RNA5SP350-200168
ENSG00000271390,ENSG00000271390.1,ENSG00000271390.1-271390
ENSG00000271584,LINC02550,LINC02550-271584
ENSG00000287028,ENSG00000287028.1,ENSG00000287028.1-287028
ENSG00000239354,RPS17P15,RPS17P15-239354
ENSG00000270202,ENSG00000270202.1,ENSG00000270202.1-270202
ENSG00000196167,COLCA1,COLCA1-196167
ENSG00000288097,ENSG00000288097.1,ENSG00000288097.1-288097
ENSG00000255428,ENSG00000255428.1,ENSG00000255428.1-255428
ENSG00000255093,ENSG00000255093.2,ENSG00000255093.2-255093
ENSG00000286028,MIR34BHG,MIR34BHG-286028
ENSG00000254980,ENSG00000254980.1,ENSG00000254980.1-254980
ENSG00000235286,ENSG00000235286.1,ENSG00000235286.1-235286
ENSG00000223324,RN7SKP273,RN7SKP273-223324
ENSG00000254990,ENSG00000254990.7,ENSG00000254990.7-254990
ENSG00000258529,ENSG00000258529.5,ENSG00000258529.5-258529
ENSG00000254450,ALG9-IT1,ALG9-IT1-254450
ENSG00000176343,RPL37AP8,RPL37AP8-176343
ENSG00000238965,RNA5SP351,RNA5SP351-238965
ENSG00000255286,ENSG00000255286.2,ENSG00000255286.2-255286
ENSG00000255334,ENSG00000255334.1,ENSG00000255334.1-255334
ENSG00000271025,ENSG00000271025.1,ENSG00000271025.1-271025
ENSG00000204370,SDHD,SDHD-204370
ENSG00000255292,ENSG00000255292.9,ENSG00000255292.9-255292
ENSG00000254638,ENSG00000254638.1,ENSG00000254638.1-254638
ENSG00000255231,MRPS36P4,MRPS36P4-255231
ENSG00000243930,RPS12P21,RPS12P21-243930
ENSG00000243250,RPS6P16,RPS6P16-243250
ENSG00000268472,ENSG00000268472.2,ENSG00000268472.2-268472
ENSG00000250303,LINC02762,LINC02762-250303
ENSG00000254968,LINC02763,LINC02763-254968
ENSG00000213233,RPL23AP62,RPL23AP62-213233
ENSG00000255484,LINC02764,LINC02764-255484
ENSG00000212397,ENSG00000212397.1,ENSG00000212397.1-212397
ENSG00000285769,ENSG00000285769.4,ENSG00000285769.4-285769
ENSG00000287006,ENSG00000287006.1,ENSG00000287006.1-287006
ENSG00000254626,ENSG00000254626.1,ENSG00000254626.1-254626
ENSG00000288070,ENSG00000288070.1,ENSG00000288070.1-288070
ENSG00000247416,NCAM1-AS2,NCAM1-AS2-247416
ENSG00000227487,NCAM1-AS1,NCAM1-AS1-227487
ENSG00000255129,TTC12-DT,TTC12-DT-255129
ENSG00000270179,ENSG00000270179.1,ENSG00000270179.1-270179
ENSG00000256757,ENSG00000256757.1,ENSG00000256757.1-256757
ENSG00000243353,RPS29P19,RPS29P19-243353
ENSG00000257070,ENSG00000257070.1,ENSG00000257070.1-257070
ENSG00000256603,ENSG00000256603.1,ENSG00000256603.1-256603
ENSG00000255870,ENSG00000255870.1,ENSG00000255870.1-255870
ENSG00000256452,ENSG00000256452.1,ENSG00000256452.1-256452
ENSG00000289230,ENSG00000289230.1,ENSG00000289230.1-289230
ENSG00000286463,ENSG00000286463.1,ENSG00000286463.1-286463
ENSG00000256947,ENSG00000256947.1,ENSG00000256947.1-256947
ENSG00000256195,ENSG00000256195.3,ENSG00000256195.3-256195
ENSG00000255663,ENSG00000255663.1,ENSG00000255663.1-255663
ENSG00000256533,ENSG00000256533.1,ENSG00000256533.1-256533
ENSG00000270204,ENSG00000270204.1,ENSG00000270204.1-270204
ENSG00000238724,ENSG00000238724.1,ENSG00000238724.1-238724
ENSG00000256674,ENSG00000256674.1,ENSG00000256674.1-256674
ENSG00000252870,ENSG00000252870.1,ENSG00000252870.1-252870
ENSG00000287897,ENSG00000287897.1,ENSG00000287897.1-287897
ENSG00000256972,ENSG00000256972.1,ENSG00000256972.1-256972
ENSG00000255580,ENSG00000255580.1,ENSG00000255580.1-255580
ENSG00000256315,CADM1-AS1,CADM1-AS1-256315
ENSG00000256281,ENSG00000256281.1,ENSG00000256281.1-256281
ENSG00000257087,ENSG00000257087.1,ENSG00000257087.1-257087
ENSG00000255903,RPL12P46,RPL12P46-255903
ENSG00000255689,ENSG00000255689.2,ENSG00000255689.2-255689
ENSG00000239153,ENSG00000239153.1,ENSG00000239153.1-239153
ENSG00000255599,ENSG00000255599.1,ENSG00000255599.1-255599
ENSG00000260254,ENSG00000260254.1,ENSG00000260254.1-260254
ENSG00000279771,ENSG00000279771.1,ENSG00000279771.1-279771
ENSG00000256717,LINC02698,LINC02698-256717
ENSG00000279818,ENSG00000279818.1,ENSG00000279818.1-279818
ENSG00000288020,ENSG00000288020.1,ENSG00000288020.1-288020
ENSG00000246100,LINC00900,LINC00900-246100
ENSG00000257067,LINC02703,LINC02703-257067
ENSG00000244259,RPL15P15,RPL15P15-244259
ENSG00000239600,ENSG00000239600.1,ENSG00000239600.1-239600
ENSG00000236437,LINC02151,LINC02151-236437
ENSG00000278945,ENSG00000278945.1,ENSG00000278945.1-278945
ENSG00000237937,LINC02702,LINC02702-237937
ENSG00000226645,BUD13-DT,BUD13-DT-226645
ENSG00000236267,LNC-RHL1,LNC-RHL1-236267
ENSG00000285513,ENSG00000285513.1,ENSG00000285513.1-285513
ENSG00000235910,APOA1-AS,APOA1-AS-235910
ENSG00000234268,RPS27P19,RPS27P19-234268
ENSG00000224077,ENSG00000224077.1,ENSG00000224077.1-224077
ENSG00000225236,ENSG00000225236.1,ENSG00000225236.1-225236
ENSG00000254851,ENSG00000254851.1,ENSG00000254851.1-254851
ENSG00000254678,ENSG00000254678.1,ENSG00000254678.1-254678
ENSG00000280143,ENSG00000280143.1,ENSG00000280143.1-280143
ENSG00000252992,ENSG00000252992.1,ENSG00000252992.1-252992
ENSG00000278768,BACE1-AS,BACE1-AS-278768
ENSG00000276505,ENSG00000276505.1,ENSG00000276505.1-276505
ENSG00000250699,ENSG00000250699.1,ENSG00000250699.1-250699
ENSG00000279586,ENSG00000279586.1,ENSG00000279586.1-279586
ENSG00000270403,ENSG00000270403.1,ENSG00000270403.1-270403
ENSG00000254844,ENSG00000254844.4,ENSG00000254844.4-254844
ENSG00000254528,FXYD6-AS1,FXYD6-AS1-254528
ENSG00000280032,ENSG00000280032.1,ENSG00000280032.1-280032
ENSG00000254992,ENSG00000254992.1,ENSG00000254992.1-254992
ENSG00000254873,ENSG00000254873.1,ENSG00000254873.1-254873
ENSG00000167283,ATP5MG,ATP5MG-167283
ENSG00000285827,ENSG00000285827.1,ENSG00000285827.1-285827
ENSG00000269944,ENSG00000269944.1,ENSG00000269944.1-269944
ENSG00000255384,ENSG00000255384.1,ENSG00000255384.1-255384
ENSG00000255435,TTC36-AS1,TTC36-AS1-255435
ENSG00000243431,RPL5P30,RPL5P30-243431
ENSG00000255176,ENSG00000255176.1,ENSG00000255176.1-255176
ENSG00000255422,ENSG00000255422.4,ENSG00000255422.4-255422
ENSG00000287238,ENSG00000287238.1,ENSG00000287238.1-287238
ENSG00000278376,ENSG00000278376.2,ENSG00000278376.2-278376
ENSG00000254478,COX7CP3,COX7CP3-254478
ENSG00000201535,Y_RNA,Y_RNA-201535
ENSG00000245869,ENSG00000245869.2,ENSG00000245869.2-245869
ENSG00000222529,Y_RNA,Y_RNA-222529
ENSG00000280502,Metazoa_SRP,Metazoa_SRP-280502
ENSG00000283691,Y_RNA,Y_RNA-283691
ENSG00000255121,CENATAC-DT,CENATAC-DT-255121
ENSG00000240970,RPL23AP64,RPL23AP64-240970
ENSG00000254428,ENSG00000254428.1,ENSG00000254428.1-254428
ENSG00000254909,ENSG00000254909.1,ENSG00000254909.1-254909
ENSG00000118181,RPS25,RPS25-118181
ENSG00000283704,ENSG00000283704.1,ENSG00000283704.1-283704
ENSG00000255114,HYOU1-AS1,HYOU1-AS1-255114
ENSG00000271751,ENSG00000271751.1,ENSG00000271751.1-271751
ENSG00000272186,VPS11-DT,VPS11-DT-272186
ENSG00000289124,ENSG00000289124.1,ENSG00000289124.1-289124
ENSG00000252119,ENSG00000252119.1,ENSG00000252119.1-252119
ENSG00000245385,ENSG00000245385.2,ENSG00000245385.2-245385
ENSG00000245248,USP2-AS1,USP2-AS1-245248
ENSG00000254590,ENSG00000254590.1,ENSG00000254590.1-254590
ENSG00000254892,ENSG00000254892.1,ENSG00000254892.1-254892
ENSG00000263873,THY1-AS1,THY1-AS1-263873
ENSG00000289553,ENSG00000289553.1,ENSG00000289553.1-289553
ENSG00000255247,NECTIN1-AS1,NECTIN1-AS1-255247
ENSG00000254854,NECTIN1-DT,NECTIN1-DT-254854
ENSG00000254406,ENSG00000254406.1,ENSG00000254406.1-254406
ENSG00000287545,ENSG00000287545.1,ENSG00000287545.1-287545
ENSG00000288047,ENSG00000288047.3,ENSG00000288047.3-288047
ENSG00000286992,ENSG00000286992.3,ENSG00000286992.3-286992
ENSG00000254863,LINC02744,LINC02744-254863
ENSG00000255216,ENSG00000255216.2,ENSG00000255216.2-255216
ENSG00000286731,ENSG00000286731.1,ENSG00000286731.1-286731
ENSG00000176984,ENSG00000176984.6,ENSG00000176984.6-176984
ENSG00000259541,POU2F3-AS1,POU2F3-AS1-259541
ENSG00000274303,7SK,7SK-274303
ENSG00000250493,ENSG00000250493.2,ENSG00000250493.2-250493
ENSG00000244400,RPS4XP12,RPS4XP12-244400
ENSG00000289391,ENSG00000289391.2,ENSG00000289391.2-289391
ENSG00000271022,ENSG00000271022.1,ENSG00000271022.1-271022
ENSG00000246790,SORL1-AS1,SORL1-AS1-246790
ENSG00000286044,ENSG00000286044.1,ENSG00000286044.1-286044
ENSG00000286023,ENSG00000286023.1,ENSG00000286023.1-286023
ENSG00000286497,ENSG00000286497.1,ENSG00000286497.1-286497
ENSG00000255248,MIR100HG,MIR100HG-255248
ENSG00000255015,ENSG00000255015.1,ENSG00000255015.1-255015
ENSG00000255219,ENSG00000255219.1,ENSG00000255219.1-255219
ENSG00000254935,ENSG00000254935.1,ENSG00000254935.1-254935
ENSG00000286341,ENSG00000286341.1,ENSG00000286341.1-286341
ENSG00000239079,ENSG00000239079.1,ENSG00000239079.1-239079
ENSG00000285909,ENSG00000285909.1,ENSG00000285909.1-285909
ENSG00000243669,RPL34P23,RPL34P23-243669
ENSG00000244641,RPS26P43,RPS26P43-244641
ENSG00000233541,RPL31P47,RPL31P47-233541
ENSG00000288061,ENSG00000288061.3,ENSG00000288061.3-288061
ENSG00000255342,ENSG00000255342.1,ENSG00000255342.1-255342
ENSG00000254710,ENSG00000254710.2,ENSG00000254710.2-254710
ENSG00000200496,U8,U8-200496
ENSG00000254823,LINC02727,LINC02727-254823
ENSG00000254407,PHB1P17,PHB1P17-254407
ENSG00000254467,ENSG00000254467.2,ENSG00000254467.2-254467
ENSG00000290080,ENSG00000290080.1,ENSG00000290080.1-290080
ENSG00000290781,ENSG00000290781.1,ENSG00000290781.1-290781
ENSG00000290668,ENSG00000290668.1,ENSG00000290668.1-290668
ENSG00000290694,ENSG00000290694.1,ENSG00000290694.1-290694
ENSG00000285561,ENSG00000285561.1,ENSG00000285561.1-285561
ENSG00000290695,ENSG00000290695.1,ENSG00000290695.1-290695
ENSG00000254937,ENSG00000254937.1,ENSG00000254937.1-254937
ENSG00000200278,RNA5SP352,RNA5SP352-200278
ENSG00000255045,NRGN-AS1,NRGN-AS1-255045
ENSG00000250073,ESAM-AS1,ESAM-AS1-250073
ENSG00000279342,ENSG00000279342.2,ENSG00000279342.2-279342
ENSG00000254509,ENSG00000254509.1,ENSG00000254509.1-254509
ENSG00000245498,MSANTD2-AS1,MSANTD2-AS1-245498
ENSG00000254941,ENSG00000254941.1,ENSG00000254941.1-254941
ENSG00000254568,ENSG00000254568.1,ENSG00000254568.1-254568
ENSG00000254943,ENSG00000254943.1,ENSG00000254943.1-254943
ENSG00000285825,CCDC15-DT,CCDC15-DT-285825
ENSG00000289631,ENSG00000289631.1,ENSG00000289631.1-289631
ENSG00000255475,ENSG00000255475.1,ENSG00000255475.1-255475
ENSG00000254880,PKNOX2-DT,PKNOX2-DT-254880
ENSG00000259290,ENSG00000259290.1,ENSG00000259290.1-259290
ENSG00000254932,PKNOX2-AS1,PKNOX2-AS1-254932
ENSG00000255537,ENSG00000255537.1,ENSG00000255537.1-255537
ENSG00000288907,ENSG00000288907.2,ENSG00000288907.2-288907
ENSG00000260209,LINC03136,LINC03136-260209
ENSG00000255027,DDX25-AS1,DDX25-AS1-255027
ENSG00000254790,ENSG00000254790.1,ENSG00000254790.1-254790
ENSG00000261257,ENSG00000261257.1,ENSG00000261257.1-261257
ENSG00000287666,ENSG00000287666.1,ENSG00000287666.1-287666
ENSG00000254833,ENSG00000254833.1,ENSG00000254833.1-254833
ENSG00000254771,ENSG00000254771.1,ENSG00000254771.1-254771
ENSG00000254694,ENSG00000254694.1,ENSG00000254694.1-254694
ENSG00000110074,FOXRED1,FOXRED1-110074
ENSG00000243607,RPL35AP26,RPL35AP26-243607
ENSG00000254905,ENSG00000254905.1,ENSG00000254905.1-254905
ENSG00000255062,TIRAP-AS1,TIRAP-AS1-255062
ENSG00000280832,GSEC,GSEC-280832
ENSG00000278215,ENSG00000278215.1,ENSG00000278215.1-278215
ENSG00000257271,KIRREL3-AS1,KIRREL3-AS1-257271
ENSG00000254607,KIRREL3-AS4,KIRREL3-AS4-254607
ENSG00000254938,ENSG00000254938.1,ENSG00000254938.1-254938
ENSG00000279358,ENSG00000279358.1,ENSG00000279358.1-279358
ENSG00000254960,KIRREL3-AS2,KIRREL3-AS2-254960
ENSG00000255317,ENSG00000255317.1,ENSG00000255317.1-255317
ENSG00000218109,KIRREL3-AS3,KIRREL3-AS3-218109
ENSG00000255087,ENSG00000255087.6,ENSG00000255087.6-255087
ENSG00000272642,ENSG00000272642.2,ENSG00000272642.2-272642
ENSG00000273409,LINC02712,LINC02712-273409
ENSG00000222774,RN7SKP121,RN7SKP121-222774
ENSG00000223315,RN7SKP279,RN7SKP279-223315
ENSG00000254591,ENSG00000254591.1,ENSG00000254591.1-254591
ENSG00000273415,LINC02725,LINC02725-273415
ENSG00000272575,LINC02098,LINC02098-272575
ENSG00000289398,ENSG00000289398.1,ENSG00000289398.1-289398
ENSG00000289093,ENSG00000289093.1,ENSG00000289093.1-289093
ENSG00000289936,ENSG00000289936.1,ENSG00000289936.1-289936
ENSG00000254588,ETS1-AS1,ETS1-AS1-254588
ENSG00000245008,ENSG00000245008.4,ENSG00000245008.4-245008
ENSG00000288975,ENSG00000288975.1,ENSG00000288975.1-288975
ENSG00000254703,SENCR,SENCR-254703
ENSG00000255369,ENSG00000255369.1,ENSG00000255369.1-255369
ENSG00000174370,KCNJ5-AS1,KCNJ5-AS1-174370
ENSG00000206847,Y_RNA,Y_RNA-206847
ENSG00000240121,RPS27P20,RPS27P20-240121
ENSG00000281386,ENSG00000281386.1,ENSG00000281386.1-281386
ENSG00000281097,LINC01395,LINC01395-281097
ENSG00000287426,ENSG00000287426.1,ENSG00000287426.1-287426
ENSG00000255188,ENSG00000255188.1,ENSG00000255188.1-255188
ENSG00000289223,ENSG00000289223.1,ENSG00000289223.1-289223
ENSG00000233220,PRDM10-DT,PRDM10-DT-233220
ENSG00000255057,ENSG00000255057.1,ENSG00000255057.1-255057
ENSG00000255535,ENSG00000255535.2,ENSG00000255535.2-255535
ENSG00000244451,RPL34P21,RPL34P21-244451
ENSG00000274197,U4,U4-274197
ENSG00000255358,NDUFAF2P2,NDUFAF2P2-255358
ENSG00000175773,ZBTB44-DT,ZBTB44-DT-175773
ENSG00000255155,ENSG00000255155.1,ENSG00000255155.1-255155
ENSG00000175728,LINC02873,LINC02873-175728
ENSG00000288013,ENSG00000288013.2,ENSG00000288013.2-288013
ENSG00000254842,LINC02551,LINC02551-254842
ENSG00000255455,ENSG00000255455.2,ENSG00000255455.2-255455
ENSG00000236129,ENSG00000236129.1,ENSG00000236129.1-236129
ENSG00000227125,ENSG00000227125.1,ENSG00000227125.1-227125
ENSG00000237612,ENSG00000237612.1,ENSG00000237612.1-237612
ENSG00000231698,ENSG00000231698.3,ENSG00000231698.3-231698
ENSG00000237654,NTM-AS2,NTM-AS2-237654
ENSG00000285980,ENSG00000285980.2,ENSG00000285980.2-285980
ENSG00000224795,NTM-AS1,NTM-AS1-224795
ENSG00000271624,ENSG00000271624.1,ENSG00000271624.1-271624
ENSG00000238117,NTM-AS3,NTM-AS3-238117
ENSG00000224700,ENSG00000224700.2,ENSG00000224700.2-224700
ENSG00000238262,NTM-IT,NTM-IT-238262
ENSG00000279090,ENSG00000279090.1,ENSG00000279090.1-279090
ENSG00000283489,U6,U6-283489
ENSG00000279497,ENSG00000279497.1,ENSG00000279497.1-279497
ENSG00000255371,OPCML-IT2,OPCML-IT2-255371
ENSG00000279711,ENSG00000279711.1,ENSG00000279711.1-279711
ENSG00000279189,ENSG00000279189.1,ENSG00000279189.1-279189
ENSG00000254896,OPCML-IT1,OPCML-IT1-254896
ENSG00000287068,ENSG00000287068.1,ENSG00000287068.1-287068
ENSG00000255258,LINC02743,LINC02743-255258
ENSG00000213153,ENSG00000213153.3,ENSG00000213153.3-213153
ENSG00000255406,LINC02730,LINC02730-255406
ENSG00000204241,LINC02731,LINC02731-204241
ENSG00000254648,ENSG00000254648.1,ENSG00000254648.1-254648
ENSG00000254616,ENSG00000254616.1,ENSG00000254616.1-254616
ENSG00000255348,ENSG00000255348.1,ENSG00000255348.1-255348
ENSG00000289399,ENSG00000289399.2,ENSG00000289399.2-289399
ENSG00000254442,ENSG00000254442.1,ENSG00000254442.1-254442
ENSG00000255545,B3GAT1-DT,B3GAT1-DT-255545
ENSG00000254573,ENSG00000254573.1,ENSG00000254573.1-254573
ENSG00000286374,ENSG00000286374.1,ENSG00000286374.1-286374
ENSG00000254989,ENSG00000254989.1,ENSG00000254989.1-254989
ENSG00000285640,ENSG00000285640.1,ENSG00000285640.1-285640
